Starting City,Destination City,Distance (km)
Atmakur,Kalyandurg,217.56360950985464
Atmakur,Kamalapuram,142.91367154443685
Atmakur,Kandukur,159.3082851838628
Atmakur,Kanigiri,111.79482421475103
Atmakur,Kankipadu,240.85589312339545
Atmakur,Kanuru,288.54235659775145
Atmakur,Kavali,185.13217806996443
Atmakur,Kolanukonda,225.2859004645052
Atmakur,Kondapalle,224.32472268794277
Atmakur,Korukollu,292.56942875610093
Atmakur,Kosigi,143.60992146057512
Atmakur,Kovvur,358.0803440951319
Atmakur,Krishna,271.9647521418488
Atmakur,Kuppam,349.2379967350903
Atmakur,Kurnool,42.82049499628198
Atmakur,Macherla,112.1942262985359
Atmakur,Machilipatnam,274.8303335255083
Atmakur,Madanapalle,259.32999852671765
Atmakur,Madugula,503.56573313327874
Atmakur,Mandapeta,372.8816534404737
Atmakur,Mandasa,706.4102433021434
Atmakur,Mangalagiri,220.2409723391592
Atmakur,Markapur,74.68640507841336
Atmakur,Nagari,304.2268605682634
Atmakur,Nagireddipalli,187.4554016950578
Atmakur,Nandigama,206.57577336141233
Atmakur,Nandikotkur,34.47772559512489
Atmakur,Nandyal,46.17038996628626
Atmakur,Narasannapeta,644.6014712849602
Atmakur,Narasapur,337.9467643656153
Atmakur,Narasaraopet,161.12424761313918
Atmakur,Narasingapuram,264.6905336182629
Atmakur,Narayanavanam,293.52792349404365
Atmakur,Narsipatnam,472.31107754924966
Atmakur,Nayudupet,260.5868265305259
Atmakur,Nellore,226.74234443853308
Atmakur,Nidadavole,348.264971037502
Atmakur,Nuzvid,261.30230123995335
Atmakur,Ongole,161.5738302630869
Atmakur,Pakala,276.32946980087513
Atmakur,Palakollu,342.9624520745034
Atmakur,Palasa,696.6385558111979
Atmakur,Palkonda,626.7792807647191
Atmakur,Pallevada,299.27225442150984
Atmakur,Palmaner,298.62178878907946
Atmakur,Parlakimidi,666.9802857462546
Atmakur,Parvatipuram,606.5371874292475
Atmakur,Pavuluru,168.77032985897716
Atmakur,Pedana,276.346643744102
Atmakur,pedda nakkalapalem,168.45844664692098
Atmakur,Peddapuram,401.3265814104868
Atmakur,Penugonda,347.90957467076475
Atmakur,Penukonda,226.5870755996613
Atmakur,Phirangipuram,184.69556426010246
Atmakur,Pippara,329.5861638462577
Atmakur,Pithapuram,414.27055795338293
Atmakur,Polavaram,359.46074209677573
Atmakur,Ponnur,210.841768444017
Atmakur,Ponnuru,211.0580353212634
Atmakur,Prakasam,106.52451135076079
Atmakur,Proddatur,125.81844739750719
Atmakur,Pulivendla,166.8969348614826
Atmakur,Punganuru,279.5899572519422
Atmakur,Puttaparthi,208.174840492491
Atmakur,Puttur,290.45280904469877
Atmakur,Rajahmundry,362.50942895099945
Atmakur,Ramachandrapuram,382.2489657805598
Atmakur,Ramanayyapeta,407.0417584703432
Atmakur,Ramapuram,101.49232816852833
Atmakur,Rampachodavaram,381.3690426444791
Atmakur,Rayachoti,203.56318769595535
Atmakur,Rayadrug,227.75182195316023
Atmakur,Razam,609.8276286468836
Atmakur,Razampeta,197.24052709240328
Atmakur,Razole,353.53421450426094
Atmakur,Renigunta,267.15034373528465
Atmakur,Repalle,240.24394886256783
Atmakur,Salur,571.4221724778743
Atmakur,Samalkot,404.4399348949656
Atmakur,Sattenapalle,176.63412479886662
Atmakur,Singarayakonda,170.46449358301984
Atmakur,Sompeta,721.6378937089463
Atmakur,Srikakulam,625.1182840833535
Atmakur,Srisailain,36.80413223111642
Atmakur,Suluru,287.1222408456648
Atmakur,Tadepalle,225.15008335678198
Atmakur,Tadepallegudem,330.43288721233023
Atmakur,Tadpatri,124.5903898750525
Atmakur,Tanuku,344.1949923084912
Atmakur,Tekkali,671.9292498010353
Atmakur,Tirumala,257.7775890430277
Atmakur,Tirupati,265.26819165503883
Atmakur,Tuni,452.6948106918308
Atmakur,Uravakonda,176.8041445902288
Atmakur,vadlamuru,404.73507561423116
Atmakur,Vadlapudi,218.058207557656
Atmakur,Venkatagiri,238.78410418288695
Atmakur,Vepagunta,535.8844406495268
Atmakur,Vetapalem,184.26470341362804
Atmakur,Vijayawada,230.68850129690549
Atmakur,Vinukonda,124.69413163922901
Atmakur,Visakhapatnam,530.3988322814681
Atmakur,Vizianagaram,570.0326788633728
Atmakur,Vizianagaram District,581.4413225040385
Atmakur,Vuyyuru,246.9819044470788
Atmakur,West Godavari,301.9325078201743
Atmakur,Yanam,398.4532933788859
Atmakur,Yanamalakuduru,232.10040209430807
Atmakur,Yarada,536.7090662078197
Attili,Avanigadda,104.81267945011636
Attili,Badvel,347.83149069724846
Attili,Banganapalle,391.93017183132076
Attili,Bapatla,149.79916800508366
Attili,Betamcherla,394.08967076652505
Attili,Bhattiprolu,109.7710076339082
Attili,Bhimavaram,19.503181869872236
Attili,Bhimunipatnam,237.0094530658958
Attili,Bobbili,279.56410602065756
Attili,Challapalle,96.33596492921785
Attili,Chemmumiahpet,259.0313797654954
Attili,Chilakalurupet,167.23607369855128
Attili,Chinnachowk,385.829718844769
Attili,Chipurupalle,275.09401636617315
Attili,Chirala,165.02364106992647
Attili,Chittoor,459.5701443100779
Attili,Chodavaram,189.36094591441196
Attili,Cuddapah,397.05166534087226
Attili,Cumbum,293.53139018371814
Attili,Darsi,229.65485192671525
Attili,Dharmavaram,487.1115501658405
Attili,Dhone,424.0137121727577
Attili,Diguvametta,329.71691196631207
Attili,East Godavari,128.43284414481033
Attili,Elamanchili,163.61395577791157
Attili,Ellore,52.805373888553895
Attili,Emmiganur,451.4217785522839
Attili,Erraguntla,399.8442495821322
Attili,Etikoppaka,149.73614105640684
Attili,Gajuwaka,204.5801268123321
Attili,Ganguvada,344.8155866579252
Attili,Gannavaram,86.83316804182176
Attili,Giddalur,321.5226407702386
Attili,Gokavaram,67.52029535638758
Attili,Gorantla,509.54284684096655
Attili,"Govindapuram,Chilakaluripet,Guntur",170.8066909263428
Attili,Gudivada,70.81882562460785
Attili,Gudlavalleru,70.37204614945539
Attili,Gudur,339.7578401074824
Attili,Guntakal Junction,483.9085289580294
Attili,Guntur,129.70570426936305
Attili,Hindupur,544.217827079108
Attili,Ichchapuram,422.7602613336973
Attili,Jaggayyapeta,161.32692836976682
Attili,Jammalamadugu,401.17745830082924
Attili,Kadiri,467.7659768060214
Attili,Kaikalur,44.31627457630545
Attili,Kakinada,73.8264361053201
Attili,Kalyandurg,537.603690380198
Attili,Kamalapuram,391.2256777736766
Attili,Kandukur,245.2117323281758
Attili,Kanigiri,265.9690403568609
Attili,Kankipadu,93.51644046446057
Attili,Kanuru,58.96354268587615
Attili,Kavali,262.3754096878427
Attili,Kolanukonda,108.95045246138909
Attili,Kondapalle,113.01050096031683
Attili,Korukollu,43.42324061257677
Attili,Kosigi,474.26645946270105
Attili,Kovvur,37.757891810561844
Attili,Krishna,64.01592060319503
Attili,Kuppam,561.8647212816999
Attili,Kurnool,370.3425796705677
Attili,Macherla,232.01805790785156
Attili,Machilipatnam,75.27482666972553
Attili,Madanapalle,482.8575035550649
Attili,Madugula,186.9136905502263
Attili,Mandapeta,39.43330683505217
Attili,Mandasa,387.30512358513914
Attili,Mangalagiri,113.97422359818475
Attili,Markapur,271.0588790769302
Attili,Nagari,433.50858189815733
Attili,Nagireddipalli,380.37652778211964
Attili,Nandigama,140.15221789130186
Attili,Nandikotkur,368.0340076811419
Attili,Nandyal,359.6047111948744
Attili,Narasannapeta,321.7081421763666
Attili,Narasapur,31.357642412901715
Attili,Narasaraopet,173.25861114546728
Attili,Narasingapuram,422.2403349182322
Attili,Narayanavanam,423.29791705980983
Attili,Narsipatnam,152.0900886937097
Attili,Nayudupet,360.37209716249566
Attili,Nellore,362.47817635444346
Attili,Nidadavole,24.13226514102816
Attili,Nuzvid,80.89486089082105
Attili,Ongole,212.8644991154017
Attili,Pakala,449.270532196194
Attili,Palakollu,24.643711485786028
Attili,Palasa,376.39638589630266
Attili,Palkonda,311.4121543411023
Attili,Pallevada,35.25309013118984
Attili,Palmaner,495.33066361766157
Attili,Parlakimidi,350.70054779668334
Attili,Parvatipuram,301.78493102245216
Attili,Pavuluru,179.84063952308733
Attili,Pedana,69.32409880743268
Attili,pedda nakkalapalem,179.27553255878192
Attili,Peddapuram,70.98260928890612
Attili,Penugonda,16.333539903458746
Attili,Penukonda,518.6731574050618
Attili,Phirangipuram,149.70270404634658
Attili,Pippara,5.638414435496906
Attili,Pithapuram,83.49752604330823
Attili,Polavaram,61.06095736404505
Attili,Ponnur,132.09728851168381
Attili,Ponnuru,132.19974223058415
Attili,Prakasam,261.0272156784459
Attili,Proddatur,392.03608006401436
Attili,Pulivendla,441.44418398896545
Attili,Punganuru,493.0388279219528
Attili,Puttaparthi,494.2508488226584
Attili,Puttur,423.71475661060083
Attili,Rajahmundry,38.854236934179355
Attili,Ramachandrapuram,48.09597619514288
Attili,Ramanayyapeta,73.22320074926257
Attili,Ramapuram,428.78378678006305
Attili,Rampachodavaram,84.46969492754647
Attili,Rayachoti,423.8666402617883
Attili,Rayadrug,554.714989315803
Attili,Razam,292.3809791202742
Attili,Razampeta,382.0901552763208
Attili,Razole,35.62720982248459
Attili,Renigunta,406.3011047523292
Attili,Repalle,111.80647792793454
Attili,Salur,264.1548644631527
Attili,Samalkot,73.04149284880026
Attili,Sattenapalle,158.03053928303407
Attili,Singarayakonda,234.40203640416368
Attili,Sompeta,402.57589638118645
Attili,Srikakulam,301.60877414550407
Attili,Srisailain,299.66960297650775
Attili,Suluru,374.3478821427291
Attili,Tadepalle,109.25456917767863
Attili,Tadepallegudem,14.923539278323185
Attili,Tadpatri,432.6424651742175
Attili,Tanuku,10.571559682495323
Attili,Tekkali,350.53325250353157
Attili,Tirumala,413.27709848108276
Attili,Tirupati,413.32932571413295
Attili,Tuni,124.44964070307198
Attili,Uravakonda,504.18245890733334
Attili,vadlamuru,74.53435896658767
Attili,Vadlapudi,327.9770339182204
Attili,Venkatagiri,373.79372498429467
Attili,Vepagunta,209.34024764012904
Attili,Vetapalem,171.509937485415
Attili,Vijayawada,103.82437886827528
Attili,Vinukonda,211.10134278313254
Attili,Visakhapatnam,202.04428701123607
Attili,Vizianagaram,248.5195464266486
Attili,Vizianagaram District,267.7232471106278
Attili,Vuyyuru,88.86538693773423
Attili,West Godavari,56.9158290590555
Attili,Yanam,65.45347778908561
Attili,Yanamalakuduru,102.20281711881697
Attili,Yarada,207.35507275081184
Avanigadda,Badvel,244.338827795782
Avanigadda,Banganapalle,298.58002825475285
Avanigadda,Bapatla,49.91095154830321
Avanigadda,Betamcherla,303.17382095705125
Avanigadda,Bhattiprolu,17.22581491875015
Avanigadda,Bhimavaram,86.63805923623849
Avanigadda,Bhimunipatnam,340.30109596183974
Avanigadda,Bobbili,384.3044049806137
Avanigadda,Challapalle,10.777851107130788
Avanigadda,Chemmumiahpet,171.2624975982067
Avanigadda,Chilakalurupet,80.61270013663595
Avanigadda,Chinnachowk,281.9246434781229
Avanigadda,Chipurupalle,379.6165671425072
Avanigadda,Chirala,64.3766985178865
Avanigadda,Chittoor,355.5773818614181
Avanigadda,Chodavaram,293.98979879672345
Avanigadda,Cuddapah,293.1768876604746
Avanigadda,Cumbum,199.4741385032167
Avanigadda,Darsi,135.393313843829
Avanigadda,Dharmavaram,386.8378698560364
Avanigadda,Dhone,333.46008130649767
Avanigadda,Diguvametta,234.18351819987922
Avanigadda,East Godavari,223.75851612614537
Avanigadda,Elamanchili,267.3509005424246
Avanigadda,Ellore,79.4323950155846
Avanigadda,Emmiganur,368.3491977240446
Avanigadda,Erraguntla,297.81398345633215
Avanigadda,Etikoppaka,253.73148615704383
Avanigadda,Gajuwaka,307.66981328157317
Avanigadda,Ganguvada,449.15641083654435
Avanigadda,Gannavaram,59.07010234983572
Avanigadda,Giddalur,225.04797415355887
Avanigadda,Gokavaram,169.60466884408595
Avanigadda,Gorantla,406.77711122621145
Avanigadda,"Govindapuram,Chilakaluripet,Guntur",88.35755720700325
Avanigadda,Gudivada,46.77072625064943
Avanigadda,Gudlavalleru,39.15197989810657
Avanigadda,Gudur,237.39995415211806
Avanigadda,Guntakal Junction,392.3666863357479
Avanigadda,Guntur,58.13133083690346
Avanigadda,Hindupur,441.60301520210896
Avanigadda,Ichchapuram,527.1020340899884
Avanigadda,Jaggayyapeta,130.59477657090483
Avanigadda,Jammalamadugu,301.46789188565174
Avanigadda,Kadiri,364.4136737454104
Avanigadda,Kaikalur,66.86916592421638
Avanigadda,Kakinada,175.23237721898408
Avanigadda,Kalyandurg,440.64395918692054
Avanigadda,Kamalapuram,288.4389179611565
Avanigadda,Kandukur,140.81499823968866
Avanigadda,Kanigiri,165.84822592078893
Avanigadda,Kankipadu,48.75458117774061
Avanigadda,Kanuru,46.43515596587305
Avanigadda,Kavali,157.79217348527956
Avanigadda,Kolanukonda,58.22993411387169
Avanigadda,Kondapalle,77.68185686217653
Avanigadda,Korukollu,63.926306919882244
Avanigadda,Kosigi,393.19688073877813
Avanigadda,Kovvur,140.40462428694119
Avanigadda,Krishna,72.27238385433262
Avanigadda,Kuppam,457.5521035816572
Avanigadda,Kurnool,280.80505203402043
Avanigadda,Macherla,166.17220589898503
Avanigadda,Machilipatnam,29.951298862015204
Avanigadda,Madanapalle,378.04518211381003
Avanigadda,Madugula,291.72310842552406
Avanigadda,Mandapeta,142.7387292130767
Avanigadda,Mandasa,491.4994328008146
Avanigadda,Mangalagiri,58.88679269664119
Avanigadda,Markapur,179.2737504009935
Avanigadda,Nagari,332.6901701081416
Avanigadda,Nagireddipalli,275.58696702473304
Avanigadda,Nandigama,107.26471798346678
Avanigadda,Nandikotkur,284.182815803532
Avanigadda,Nandyal,267.4532364422409
Avanigadda,Narasannapeta,425.49219693658205
Avanigadda,Narasapur,95.12162106126696
Avanigadda,Narasaraopet,95.79049476864671
Avanigadda,Narasingapuram,318.87413502262075
Avanigadda,Narayanavanam,322.0971574464863
Avanigadda,Narsipatnam,256.8967085098654
Avanigadda,Nayudupet,259.50817983258236
Avanigadda,Nellore,258.81505618602915
Avanigadda,Nidadavole,127.02112336104318
Avanigadda,Nuzvid,85.6396842720862
Avanigadda,Ongole,109.79538442951998
Avanigadda,Pakala,345.56170515743
Avanigadda,Palakollu,102.68019331971
Avanigadda,Palasa,480.4553463545994
Avanigadda,Palkonda,416.13125904086326
Avanigadda,Pallevada,73.77704830660068
Avanigadda,Palmaner,391.11993833966676
Avanigadda,Parlakimidi,455.2875877791126
Avanigadda,Parvatipuram,406.3589507486561
Avanigadda,Pavuluru,82.7059514439168
Avanigadda,Pedana,35.49884935029275
Avanigadda,pedda nakkalapalem,82.64533487850629
Avanigadda,Peddapuram,175.19321796605306
Avanigadda,Penugonda,112.85360001132463
Avanigadda,Penukonda,416.89385042819947
Avanigadda,Phirangipuram,76.16936769946757
Avanigadda,Pippara,102.57031369553994
Avanigadda,Pithapuram,187.2687959091827
Avanigadda,Polavaram,156.725793475669
Avanigadda,Ponnur,39.77895813617598
Avanigadda,Ponnuru,39.422251535365646
Avanigadda,Prakasam,162.45520251886748
Avanigadda,Proddatur,290.7513164904525
Avanigadda,Pulivendla,339.3231098083519
Avanigadda,Punganuru,388.3418364255636
Avanigadda,Puttaparthi,392.1884863848823
Avanigadda,Puttur,322.20656841834386
Avanigadda,Rajahmundry,142.7065118436813
Avanigadda,Ramachandrapuram,149.13529915562455
Avanigadda,Ramanayyapeta,174.2705419941507
Avanigadda,Ramapuram,336.69274743795194
Avanigadda,Rampachodavaram,182.3399676977377
Avanigadda,Rayachoti,319.18042899034145
Avanigadda,Rayadrug,460.0245877857457
Avanigadda,Razam,397.01105684462595
Avanigadda,Razampeta,277.28325951560873
Avanigadda,Razole,110.55663788489294
Avanigadda,Renigunta,303.76312442202783
Avanigadda,Repalle,9.46479066436977
Avanigadda,Salur,368.7664574241066
Avanigadda,Samalkot,176.75320772595904
Avanigadda,Sattenapalle,91.65904210125191
Avanigadda,Singarayakonda,129.70110966975412
Avanigadda,Sompeta,506.7336733062747
Avanigadda,Srikakulam,405.35638373353385
Avanigadda,Srisailain,219.13084827043852
Avanigadda,Suluru,275.7149004736222
Avanigadda,Tadepalle,61.56574482562599
Avanigadda,Tadepallegudem,109.54231481869553
Avanigadda,Tadpatri,335.2975778626503
Avanigadda,Tanuku,115.20626659402816
Avanigadda,Tekkali,454.48785878860826
Avanigadda,Tirumala,309.8303380866877
Avanigadda,Tirupati,310.3521007518291
Avanigadda,Tuni,228.44221533782513
Avanigadda,Uravakonda,410.42420855634487
Avanigadda,vadlamuru,178.72209068673519
Avanigadda,Vadlapudi,224.61878096161564
Avanigadda,Venkatagiri,270.5291690461478
Avanigadda,Vepagunta,312.922416441819
Avanigadda,Vetapalem,70.47618389402
Avanigadda,Vijayawada,61.317380870169046
Avanigadda,Vinukonda,125.98578160958496
Avanigadda,Visakhapatnam,305.06424595030705
Avanigadda,Vizianagaram,352.8818933732359
Avanigadda,Vizianagaram District,372.5341501997402
Avanigadda,Vuyyuru,38.79676957209486
Avanigadda,West Godavari,111.98745071342987
Avanigadda,Yanam,159.26039935842545
Avanigadda,Yanamalakuduru,58.10165577400711
Avanigadda,Yarada,309.86112216035724
Badvel,Banganapalle,110.08063555790028
Badvel,Bapatla,198.24040707521488
Badvel,Betamcherla,125.7619518260992
Badvel,Bhattiprolu,238.0958358772993
Badvel,Bhimavaram,330.55011632957434
Badvel,Bhimunipatnam,584.4779226800512
Badvel,Bobbili,624.9803428570422
Badvel,Challapalle,251.79152491566475
Badvel,Chemmumiahpet,131.15114784453246
Badvel,Chilakalurupet,190.70378369563352
Badvel,Chinnachowk,38.73068175019422
Badvel,Chipurupalle,622.7662693582042
Badvel,Chirala,183.06497567691846
Badvel,Chittoor,147.87026979888134
Badvel,Chodavaram,536.977941285873
Badvel,Cuddapah,49.67261575968944
Badvel,Cumbum,93.16759735075628
Badvel,Darsi,131.74231813761804
Badvel,Dharmavaram,149.08254285984515
Badvel,Dhone,146.9307139918206
Badvel,Diguvametta,76.5011161510814
Badvel,East Godavari,453.13067337279267
Badvel,Elamanchili,511.30284669816956
Badvel,Ellore,309.23315085953664
Badvel,Emmiganur,204.31803561352427
Badvel,Erraguntla,57.502808878261
Badvel,Etikoppaka,497.5207866795838
Badvel,Gajuwaka,551.8878509206837
Badvel,Ganguvada,692.5946623199034
Badvel,Gannavaram,273.0446174207092
Badvel,Giddalur,71.49876910035098
Badvel,Gokavaram,408.4236997028251
Badvel,Gorantla,162.75153721382145
Badvel,"Govindapuram,Chilakaluripet,Guntur",192.33101643619045
Badvel,Gudivada,279.5935696448578
Badvel,Gudlavalleru,277.7724101876613
Badvel,Gudur,107.64250015051613
Badvel,Guntakal Junction,188.7146326529009
Badvel,Guntur,228.4748495575022
Badvel,Hindupur,197.6628616097512
Badvel,Ichchapuram,770.521826435907
Badvel,Jaggayyapeta,263.34064592769187
Badvel,Jammalamadugu,73.94665575583568
Badvel,Kadiri,120.07487360459781
Badvel,Kaikalur,305.60211385231906
Badvel,Kakinada,419.5366031840639
Badvel,Kalyandurg,211.74639770143602
Badvel,Kamalapuram,45.35682578440833
Badvel,Kandukur,104.38419957002723
Badvel,Kanigiri,87.5579279615903
Badvel,Kankipadu,261.98771284431876
Badvel,Kanuru,290.6760178924379
Badvel,Kavali,101.9325974597556
Badvel,Kolanukonda,252.13717975630377
Badvel,Kondapalle,261.8104724738525
Badvel,Korukollu,304.84029051153254
Badvel,Kosigi,230.78770514797816
Badvel,Kovvur,380.9035291822943
Badvel,Krishna,297.7339681851595
Badvel,Kuppam,235.1868582177324
Badvel,Kurnool,121.72881139041733
Badvel,Macherla,196.59464698804172
Badvel,Machilipatnam,274.2580090224317
Badvel,Madanapalle,145.93244346788074
Badvel,Madugula,533.5053844844018
Badvel,Mandapeta,386.6135303946302
Badvel,Mandasa,735.1265143502213
Badvel,Mangalagiri,247.23594993383307
Badvel,Markapur,112.29721564631636
Badvel,Nagari,168.05063451381343
Badvel,Nagireddipalli,52.98489923409541
Badvel,Nandigama,260.5977159170771
Badvel,Nandikotkur,150.29192601832492
Badvel,Nandyal,102.50950066100815
Badvel,Narasannapeta,669.4720994489447
Badvel,Narasapur,339.046273760334
Badvel,Narasaraopet,196.50214876467473
Badvel,Narasingapuram,129.4072588115162
Badvel,Narayanavanam,157.29874861276343
Badvel,Narsipatnam,499.1725562548026
Badvel,Nayudupet,129.2530161667894
Badvel,Nellore,92.50051646297716
Badvel,Nidadavole,368.2814348159019
Badvel,Nuzvid,296.70036162140667
Badvel,Ongole,134.96853553590879
Badvel,Pakala,144.22568371680603
Badvel,Palakollu,346.9377167013941
Badvel,Palasa,724.2272303544822
Badvel,Palkonda,658.662045304336
Badvel,Pallevada,314.04183992605243
Badvel,Palmaner,175.15023826214454
Badvel,Parlakimidi,698.2362434861666
Badvel,Parvatipuram,646.0099991127543
Badvel,Pavuluru,170.7002037946485
Badvel,Pedana,279.15996024209807
Badvel,pedda nakkalapalem,171.61848181032028
Badvel,Peddapuram,418.7763734597256
Badvel,Penugonda,357.0581301044168
Badvel,Penukonda,174.41769294558597
Badvel,Phirangipuram,214.60120466591866
Badvel,Pippara,344.836942339564
Badvel,Pithapuram,431.11976650171135
Badvel,Polavaram,391.8073315570276
Badvel,Ponnur,217.1042750238611
Badvel,Ponnuru,216.88246870397677
Badvel,Prakasam,96.16529676047462
Badvel,Proddatur,55.35486800927636
Badvel,Pulivendla,97.08341420332805
Badvel,Punganuru,162.1616130739651
Badvel,Puttaparthi,149.35641990558673
Badvel,Puttur,154.25456811722407
Badvel,Rajahmundry,384.00412842622524
Badvel,Ramachandrapuram,393.39893897879585
Badvel,Ramanayyapeta,418.5927403251324
Badvel,Ramapuram,141.86859381085094
Badvel,Rampachodavaram,416.9272209220428
Badvel,Rayachoti,83.557188911195
Badvel,Rayadrug,237.7758951011845
Badvel,Razam,639.8852784049426
Badvel,Razampeta,61.98865412002852
Badvel,Razole,354.1676065077036
Badvel,Renigunta,130.91538778697642
Badvel,Repalle,236.47578639301756
Badvel,Salur,608.7963235867323
Badvel,Samalkot,420.61005735721034
Badvel,Sattenapalle,217.30858956071
Badvel,Singarayakonda,116.8668053686626
Badvel,Sompeta,750.4022225310221
Badvel,Srikakulam,649.3544057144353
Badvel,Srisailain,149.0323981619936
Badvel,Suluru,155.15604429582027
Badvel,Tadepalle,253.87514817051795
Badvel,Tadepallegudem,349.9714148962621
Badvel,Tadpatri,114.58974546342024
Badvel,Tanuku,358.38471452531655
Badvel,Tekkali,698.350150282813
Badvel,Tirumala,122.05233929905795
Badvel,Tirupati,129.24381594909306
Badvel,Tuni,472.218788260545
Badvel,Uravakonda,195.57174416576166
Badvel,vadlamuru,422.32498221313085
Badvel,Vadlapudi,93.25708862019377
Badvel,Venkatagiri,103.57199320542111
Badvel,Vepagunta,556.9751716483203
Badvel,Vetapalem,176.553770818761
Badvel,Vijayawada,259.15402744008554
Badvel,Vinukonda,162.5329918525382
Badvel,Visakhapatnam,549.2973987898947
Badvel,Vizianagaram,596.3145974191832
Badvel,Vizianagaram District,614.3516680031865
Badvel,Vuyyuru,262.2421105213744
Badvel,West Godavari,336.88116229733737
Badvel,Yanam,403.1883489224954
Badvel,Yanamalakuduru,258.7814526993456
Badvel,Yarada,554.1767391371376
Banganapalle,Bapatla,248.66966457169062
Banganapalle,Betamcherla,17.0981501400869
Banganapalle,Bhattiprolu,286.97715600226246
Banganapalle,Bhimavaram,377.7975051812125
Banganapalle,Bhimunipatnam,625.9142075025759
Banganapalle,Bobbili,654.9826211638449
Banganapalle,Challapalle,302.85244989072504
Banganapalle,Chemmumiahpet,133.8072577149424
Banganapalle,Chilakalurupet,224.7490732236009
Banganapalle,Chinnachowk,114.26185043012336
Banganapalle,Chipurupalle,658.7759293002092
Banganapalle,Chirala,234.52215101926078
Banganapalle,Chittoor,227.20471298764878
Banganapalle,Chodavaram,574.2169348386545
Banganapalle,Cuddapah,114.89677415563324
Banganapalle,Cumbum,99.17747048906685
Banganapalle,Darsi,163.54127924089337
Banganapalle,Dharmavaram,114.24204195007319
Banganapalle,Dhone,39.04775985901133
Banganapalle,Diguvametta,65.18487878322554
Banganapalle,East Godavari,475.34775246147
Banganapalle,Elamanchili,552.6625677818313
Banganapalle,Ellore,344.4755012350125
Banganapalle,Emmiganur,94.29530640471349
Banganapalle,Erraguntla,82.66939979933434
Banganapalle,Etikoppaka,538.438919682658
Banganapalle,Gajuwaka,594.2349859731008
Banganapalle,Ganguvada,728.5650963539971
Banganapalle,Gannavaram,307.1306470057082
Banganapalle,Giddalur,75.26117530628707
Banganapalle,Gokavaram,442.8090642277304
Banganapalle,Gorantla,156.14045055755744
Banganapalle,"Govindapuram,Chilakaluripet,Guntur",221.3151684529373
Banganapalle,Gudivada,321.1557913644975
Banganapalle,Gudlavalleru,323.0958857058106
Banganapalle,Gudur,217.67859978098974
Banganapalle,Guntakal Junction,94.14052559975235
Banganapalle,Guntur,262.44139599047645
Banganapalle,Hindupur,183.5684747300552
Banganapalle,Ichchapuram,805.4678897002677
Banganapalle,Jaggayyapeta,265.8544372275481
Banganapalle,Jammalamadugu,54.99414839838433
Banganapalle,Kadiri,134.29710916540364
Banganapalle,Kaikalur,347.618793627918
Banganapalle,Kakinada,465.75360623762265
Banganapalle,Kalyandurg,147.94906608375794
Banganapalle,Kamalapuram,93.06881074414916
Banganapalle,Kandukur,180.27468497990162
Banganapalle,Kanigiri,137.6181461093897
Banganapalle,Kankipadu,298.773920304133
Banganapalle,Kanuru,341.3791385798311
Banganapalle,Kavali,194.9457087463284
Banganapalle,Kolanukonda,284.52260987211145
Banganapalle,Kondapalle,286.7916126543971
Banganapalle,Korukollu,348.9984743329331
Banganapalle,Kosigi,120.97232809343221
Banganapalle,Kovvur,419.02884462082835
Banganapalle,Krishna,332.22231296410087
Banganapalle,Kuppam,285.8632505746877
Banganapalle,Kurnool,31.66985887975827
Banganapalle,Macherla,182.4951316194679
Banganapalle,Machilipatnam,326.3140647416572
Banganapalle,Madanapalle,198.76455214146867
Banganapalle,Madugula,567.8894477155336
Banganapalle,Mandapeta,431.2424519647952
Banganapalle,Mandasa,771.3456344914665
Banganapalle,Mangalagiri,279.34147836507606
Banganapalle,Markapur,120.88912306870346
Banganapalle,Nagari,265.9088142384856
Banganapalle,Nagireddipalli,149.70700298409506
Banganapalle,Nandigama,273.0610229440178
Banganapalle,Nandikotkur,60.076122290201454
Banganapalle,Nandyal,32.80516459049582
Banganapalle,Narasannapeta,708.303906466603
Banganapalle,Narasapur,391.51219707188204
Banganapalle,Narasaraopet,220.08032742571046
Banganapalle,Narasingapuram,223.44521779412702
Banganapalle,Narayanavanam,256.49081896055054
Banganapalle,Narsipatnam,535.5910366130811
Banganapalle,Nayudupet,238.32498343613562
Banganapalle,Nellore,200.32248683786887
Banganapalle,Nidadavole,408.22404534248216
Banganapalle,Nuzvid,324.1601534610084
Banganapalle,Ongole,195.96028282053757
Banganapalle,Pakala,228.75287860480069
Banganapalle,Palakollu,397.61922884913247
Banganapalle,Palasa,761.2520647199038
Banganapalle,Palkonda,692.2242316907058
Banganapalle,Pallevada,356.6770821989673
Banganapalle,Palmaner,242.068174064352
Banganapalle,Parlakimidi,732.4207633928303
Banganapalle,Parvatipuram,673.7086188396398
Banganapalle,Pavuluru,215.93259891944896
Banganapalle,Pedana,329.0936157771471
Banganapalle,pedda nakkalapalem,216.08298217880426
Banganapalle,Peddapuram,461.20940597130686
Banganapalle,Penugonda,404.3994756087736
Banganapalle,Penukonda,153.21080853542756
Banganapalle,Phirangipuram,243.18869447613014
Banganapalle,Pippara,387.74618832117505
Banganapalle,Pithapuram,474.1164276859331
Banganapalle,Polavaram,423.1393748172406
Banganapalle,Ponnur,262.3799643407634
Banganapalle,Ponnuru,262.4456035391685
